i,j,delta,beta,priority,integral,max_delta,pi,L_i,v_i,w_i,q_max_i,rho_max_i,L_j,v_j,w_j,q_max_j,rho_max_j
5,12,240,0.04,0.05,3690.12,1.43554,-0.323757,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,240,0.05,0.05,3974.23,1.4938,-0.377488,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,240,0.06,0.05,3525.85,1.42954,-0.31823,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,240,0.09,0.05,1178.39,1.03707,0.0436847,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,240,0.1,0.05,137.571,0.0499501,0.953939,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,240,0.13,0.05,142.838,0.0499552,0.953935,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,240,0.14,0.05,142.293,0.0501805,0.953727,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,240,0.15,0.05,142.775,0.0499552,0.953935,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,240,0.16,0.05,143.403,0.0505948,0.953345,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,240,0.17,0.05,144.014,0.0506866,0.95326,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,240,0.18,0.05,144.515,0.0506053,0.953335,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,240,0.19,0.05,144.998,0.0506649,0.95328,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,240,0.2,0.05,145.421,0.0506521,0.953292,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,300,0.01,0.05,3136.76,1.15913,-0.0688737,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,300,0.03,0.05,3482.44,1.34194,-0.237446,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,300,0.04,0.05,3665.52,1.43554,-0.323762,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,300,0.05,0.05,3937.46,1.4938,-0.377488,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,300,0.06,0.05,3492.63,1.42954,-0.31823,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,300,0.07,0.05,2979.6,1.36514,-0.258845,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,300,0.1,0.05,135.413,0.0499409,0.953948,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,300,0.11,0.05,138.961,0.0499558,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,300,0.14,0.05,141.707,0.0499555,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,300,0.16,0.05,142.662,0.0499552,0.953935,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,300,0.18,0.05,143.637,0.0506214,0.95332,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,300,0.19,0.05,144.015,0.0506884,0.953258,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,300,0.2,0.05,144.285,0.0506025,0.953338,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.01,0.05,3125.99,1.15913,-0.0688737,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.02,0.05,3301.94,1.24982,-0.152499,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.04,0.05,3635.46,1.43554,-0.323762,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.05,0.05,3912.83,1.4938,-0.377488,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.06,0.05,3449.44,1.42954,-0.31823,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.07,0.05,2931.5,1.36514,-0.258845,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.08,0.05,2345.59,1.30089,-0.199593,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.09,0.05,1085.9,0.952411,0.121749,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.11,0.05,136.705,0.0499562,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.13,0.05,140.998,0.0499559,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.15,0.05,141.615,0.0499562,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.16,0.05,142.032,0.0499557,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.17,0.05,142.401,0.0499552,0.953935,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.19,0.05,143.027,0.0505567,0.95338,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,360,0.2,0.05,143.427,0.0505048,0.953428,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.01,0.05,3114.93,1.15913,-0.0688737,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.03,0.05,3445.02,1.34195,-0.237458,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.04,0.05,3608.29,1.43554,-0.323762,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.06,0.05,3390.39,1.42954,-0.31823,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.07,0.05,2853.91,1.36514,-0.258845,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.09,0.05,1025.87,0.894208,0.17542,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.1,0.05,129.867,0.0481121,0.955634,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.12,0.05,137.216,0.0499548,0.953935,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.13,0.05,139.318,0.052232,0.951835,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.14,0.05,139.845,0.0499564,0.953933,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.15,0.05,140.79,0.0499553,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.16,0.05,141.428,0.0499561,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.17,0.05,141.836,0.050024,0.953871,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.18,0.05,142.134,0.0501451,0.953759,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,420,0.2,0.05,142.691,0.050103,0.953798,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.01,0.05,3104.48,1.16022,-0.0698771,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.02,0.05,3276.11,1.24965,-0.152341,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.03,0.05,3427.47,1.34195,-0.237458,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.04,0.05,3573.3,1.43554,-0.323762,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.05,0.05,3837.09,1.4936,-0.3773,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.06,0.05,3321.65,1.42954,-0.31823,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.07,0.05,2760.79,1.36514,-0.258845,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.08,0.05,2173.07,1.30089,-0.199593,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.09,0.05,964.302,0.829453,0.235132,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.1,0.05,127.243,0.0552667,0.949037,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.11,0.05,131.796,0.0487417,0.955054,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.14,0.05,137.948,0.0499552,0.953935,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.15,0.05,139.678,0.0501862,0.953722,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.18,0.05,141.581,0.049956,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.19,0.05,141.838,0.0499556,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,480,0.2,0.05,142.073,0.050067,0.953831,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.01,0.05,3094.66,1.15894,-0.0686956,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.03,0.05,3396.09,1.34195,-0.237459,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.04,0.05,3543.88,1.43554,-0.323762,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.05,0.05,3792.9,1.49343,-0.37714,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.06,0.05,3238.12,1.42954,-0.31823,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.08,0.05,2093.5,1.30089,-0.199593,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.09,0.05,909.012,0.767927,0.291867,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.1,0.05,124.965,0.0469344,0.95672,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.12,0.05,132.851,0.0499748,0.953917,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.14,0.05,135.786,0.0499552,0.953935,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.15,0.05,137.531,0.0499559,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.16,0.05,139.152,0.0499559,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.17,0.05,140.067,0.049955,0.953935,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.19,0.05,141.236,0.049955,0.953935,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,540,0.2,0.05,141.475,0.0499552,0.953935,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,600,0.02,0.05,3243.32,1.24965,-0.152341,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,600,0.04,0.05,3508.71,1.43554,-0.323762,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,600,0.05,0.05,3741.66,1.49343,-0.37714,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,600,0.07,0.05,2595.35,1.36514,-0.258845,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,600,0.11,0.05,127.304,0.0497042,0.954166,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,600,0.12,0.05,130.67,0.0484511,0.955322,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,600,0.13,0.05,132.917,0.0499418,0.953947,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,600,0.14,0.05,133.916,0.04996,0.95393,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,600,0.15,0.05,135.396,0.0499563,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,600,0.2,0.05,140.533,0.0499562,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.01,0.05,3078.58,1.15894,-0.0686956,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.03,0.05,3351.29,1.34195,-0.237459,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.04,0.05,3476.47,1.43554,-0.323762,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.05,0.05,3682.79,1.49343,-0.37714,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.06,0.05,3059.41,1.42954,-0.31823,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.07,0.05,2513.1,1.36514,-0.258845,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.08,0.05,1936.98,1.30089,-0.199593,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.09,0.05,816.809,0.7337,0.32343,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.11,0.05,124.69,0.0549822,0.949299,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.12,0.05,128.415,0.0491611,0.954667,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.14,0.05,131.776,0.0499316,0.953956,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.15,0.05,133.602,0.0499505,0.953939,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.16,0.05,135.019,0.0499547,0.953935,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.18,0.05,137.767,0.0499558,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.19,0.05,138.954,0.0499563,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,660,0.2,0.05,139.532,0.0499558,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.01,0.05,3072.61,1.15894,-0.0686956,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.04,0.05,3437.02,1.43554,-0.323762,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.05,0.05,3610.91,1.4938,-0.377488,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.06,0.05,2973.37,1.42954,-0.31823,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.08,0.05,1857.59,1.30089,-0.199593,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.09,0.05,775.062,0.7337,0.32343,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.1,0.05,118.562,0.0545394,0.949707,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.11,0.05,122.594,0.0460543,0.957532,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.12,0.05,126.045,0.0480733,0.95567,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.13,0.05,128.372,0.0500314,0.953864,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.14,0.05,129.757,0.0499251,0.953962,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.15,0.05,131.544,0.0499589,0.953931,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.16,0.05,133.187,0.0499597,0.95393,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.17,0.05,134.65,0.0499533,0.953936,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.18,0.05,135.762,0.0499561,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.19,0.05,136.991,0.0499549,0.953935,0.29,103,38,1989,72,0.53,104,29,1702,75
5,12,720,0.2,0.05,137.97,0.0499553,0.953934,0.29,103,38,1989,72,0.53,104,29,1702,75
5,13,60,0.01,0.05,2606.4,1.02326,0.0564154,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.02,0.05,2259.61,0.962148,0.11277,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.04,0.05,1287.72,0.839897,0.225501,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.07,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.08,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.09,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.1,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.11,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.13,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.14,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.15,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.16,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.18,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.19,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,60,0.2,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.01,0.05,2606.4,1.02326,0.0564154,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.02,0.05,2259.61,0.962148,0.11277,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.03,0.05,1867.09,0.901046,0.169114,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.05,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.07,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.08,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.09,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.11,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.12,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.13,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.14,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.17,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.18,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.19,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,120,0.2,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.01,0.05,2606.4,1.02326,0.0564154,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.03,0.05,1867.09,0.901046,0.169114,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.06,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.07,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.08,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.09,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.1,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.11,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.12,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.13,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.14,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.16,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.17,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.18,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.19,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,180,0.2,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.01,0.05,2606.4,1.02326,0.0564154,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.02,0.05,2259.61,0.962148,0.11277,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.03,0.05,1867.09,0.901046,0.169114,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.04,0.05,1287.72,0.839897,0.225501,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.05,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.06,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.08,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.09,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.11,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.12,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.13,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.14,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.15,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.16,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.17,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.18,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.19,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,240,0.2,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,300,0.01,0.05,2606.4,1.02326,0.0564154,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,300,0.02,0.05,2259.61,0.962148,0.11277,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,300,0.05,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,300,0.06,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,300,0.07,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,300,0.08,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,300,0.13,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,300,0.14,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,300,0.15,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,300,0.17,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,300,0.18,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,300,0.19,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,300,0.2,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,360,0.01,0.05,2606.4,1.02326,0.0564154,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,360,0.02,0.05,2259.61,0.962148,0.11277,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,360,0.04,0.05,1287.72,0.839897,0.225501,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,360,0.05,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,360,0.06,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,360,0.08,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,360,0.09,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,360,0.1,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,360,0.14,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,360,0.15,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,360,0.16,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,360,0.17,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,360,0.2,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,420,0.01,0.05,2606.4,1.02326,0.0564154,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,420,0.02,0.05,2259.61,0.962148,0.11277,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,420,0.04,0.05,1287.72,0.839897,0.225501,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,420,0.06,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,420,0.09,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,420,0.1,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,420,0.11,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,420,0.12,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,420,0.13,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,420,0.14,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,420,0.16,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,420,0.17,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,420,0.18,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.01,0.05,2606.4,1.02326,0.0564154,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.02,0.05,2259.61,0.962148,0.11277,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.03,0.05,1867.09,0.901046,0.169114,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.04,0.05,1287.72,0.839897,0.225501,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.05,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.06,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.07,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.08,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.1,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.11,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.12,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.13,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.14,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.15,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.16,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,480,0.2,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,540,0.01,0.05,2606.4,1.02326,0.0564154,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,540,0.06,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
5,13,540,0.07,0.05,14.297,0.0181228,0.983288,0.29,103,38,1989,72,0.51,103,28,1726,78
